"","Account.Number","Organization","City","City.Location","Country","CDP.Region","Country.Name","Country.Code.2","Country.Code.3","Country.Numeric.code","lat","long","Location.Source"
"493",68378,"Municipalidad de Santiago de Surco","Santiago de Surco","POINT (-77.0051 -12.1453)","Peru","Latin America","Peru","PE","PER",604,-12.1453,-77.0051,"CDP Disclosure"
"494",54057,"City of Lancaster","Lancaster, CA","POINT (-76.3055 40.0379)","United States of America","North America","United States Of America","US","USA",840,40.0379,-76.3055,"CDP Disclosure"
"495",54030,"City of Little Rock","Little Rock","POINT (-92.2896 34.7465)","United States of America","North America","United States Of America","US","USA",840,34.7465,-92.2896,"CDP Disclosure"
"496",50574,"City of Plano","Plano","POINT (-96.6989 33.0198)","United States of America","North America","United States Of America","US","USA",840,33.0198,-96.6989,"CDP Disclosure"
"497",31171,"Ayuntamiento de Madrid","Madrid","POINT (-3.38756 40.1076)","Spain","Europe","Spain","ES","ESP",724,40.1076,-3.38756,"CDP Disclosure"
"498",50368,"Municipalidad de Provincial de Arequipa","Arequipa","POINT (-75.329 -11.0557)","Peru","Latin America","Peru","PE","PER",604,-11.0557,-75.329,"CDP Disclosure"
"499",35475,"City of Calgary","Calgary","POINT (-114.071 51.0486)","Canada","North America","Canada","CA","CAN",124,51.0486,-114.071,"CDP Disclosure"
"500",59588,"Town of Chapel Hill, NC","Chapel Hill","POINT (-79.0558 35.9132)","United States of America","North America","United States Of America","US","USA",840,35.9132,-79.0558,"CDP Disclosure"
"501",35893,"City of Dar es Salaam","Dar es Salaam","POINT (39.2083 -6.79235)","United Republic of Tanzania","Africa","Tanzania, United Republic of","TZ","TZA",834,-6.79235,39.2083,"CDP Disclosure"
"502",31165,"Stadt Heidelberg","Heidelberg","POINT (8.67243 49.3988)","Germany","Europe","Germany","DE","DEU",276,49.3988,8.67243,"CDP Disclosure"
"503",73247,"Prefeitura de Bayeux","Bayeux","POINT (-34.9268 -7.12505)","Brazil","Latin America","Brazil","BR","BRA",76,-7.12505,-34.9268,"CDP Disclosure"
"504",59595,"City of Brisbane, CA","Brisbane, CA","POINT (-122.4 37.6808)","United States of America","North America","United States Of America","US","USA",840,37.6808,-122.4,"CDP Disclosure"
"505",54672,"Prefeitura Municipal de Araraquara","Araraquara","POINT (-48.1766 -21.7946)","Brazil","Latin America","Brazil","BR","BRA",76,-21.7946,-48.1766,"CDP Disclosure"
"506",60214,"Liepaja City Council","Liepaja","POINT (21.0167 56.5167)","Latvia","Europe","Latvia","LV","LVA",428,56.5167,21.0167,"CDP Disclosure"
"507",58636,"City of Bellingham, WA","Bellingham","POINT (-122.479 48.7519)","United States of America","North America","United States Of America","US","USA",840,48.7519,-122.479,"CDP Disclosure"
"508",73879,"Roskilde","Roskilde","POINT (12.0878 55.6419)","Denmark","Europe","Denmark","DK","DNK",208,55.6419,12.0878,"CDP Disclosure"
"509",54662,"Prefeitura do Município de Maringá","Maringá","POINT (-51.9383 -23.4257)","Brazil","Latin America","Brazil","BR","BRA",76,-23.4257,-51.9383,"CDP Disclosure"
"510",43926,"City of Mannheim","Mannheim","POINT (8.46603 49.4875)","Germany","Europe","Germany","DE","DEU",276,49.4875,8.46603,"CDP Disclosure"
"511",54647,"Prefeitura de Jundiaí","Jundiaí","POINT (-46.8978 -23.1857)","Brazil","Latin America","Brazil","BR","BRA",76,-23.1857,-46.8978,"CDP Disclosure"
"512",43930,"The Hague","The Hague","POINT (4.3007 52.0705)","Netherlands","Europe","Netherlands","NL","NLD",528,52.0705,4.3007,"CDP Disclosure"
"513",54633,"Prefeitura de Lorena","Lorena","POINT (-45.1201 -22.7339)","Brazil","Latin America","Brazil","BR","BRA",76,-22.7339,-45.1201,"CDP Disclosure"
"514",60267,"Prefeitura de Guarujá","Guarujá","POINT (-46.2569 -23.9946)","Brazil","Latin America","Brazil","BR","BRA",76,-23.9946,-46.2569,"CDP Disclosure"
"515",60114,"City of Gdynia","Gdynia","POINT (18.5305 54.5189)","Poland","Europe","Poland","PL","POL",616,54.5189,18.5305,"CDP Disclosure"
"516",54070,"City of Eugene","Eugene","POINT (-123.087 44.0519)","United States of America","North America","United States Of America","US","USA",840,44.0519,-123.087,"CDP Disclosure"
"517",50555,"City of Hamilton","Hamilton","POINT (-79.8661 43.25)","Canada","North America","Canada","CA","CAN",124,43.25,-79.8661,"CDP Disclosure"
"518",54085,"City of Savannah","Savannah","POINT (-81.0998 32.0835)","United States of America","North America","United States Of America","US","USA",840,32.0835,-81.0998,"CDP Disclosure"
"519",60207,"City of Windhoek","Windhoek","POINT (17.0658 -22.5609)","Namibia","Africa","Namibia","NA","NAM",516,-22.5609,17.0658,"CDP Disclosure"
"520",31166,"Jakarta City Government","Jakarta","POINT (106.865 -6.1751)","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,-6.1751,106.865,"CDP Disclosure"
"521",57505,"Alcaldía de Panamá","Panamá","POINT (-79.5552 9.11862)","Panama","Latin America","Panama","PA","PAN",591,9.11862,-79.5552,"CDP Disclosure"
"522",50398,"Ciudad de Juárez","Juárez","POINT (-106.425 31.6904)","Mexico","Latin America","Mexico","MX","MEX",484,31.6904,-106.425,"CDP Disclosure"
"523",31146,"Addis Ababa City Administration","Addis Ababa","POINT (38.7544 9.02887)","Ethiopia","Africa","Ethiopia","ET","ETH",231,9.02887,38.7544,"CDP Disclosure"
"524",19233,"Município de Torres Vedras","Torres Vedras","POINT (-9.30148 38.7637)","Portugal","Europe","Portugal","PT","PRT",620,38.7637,-9.30148,"CDP Disclosure"
"525",60290,"Prefeitura de Brotas","Brotas","POINT (-48 -22)","Brazil","Latin America","Brazil","BR","BRA",76,-22,-48,"CDP Disclosure"
"526",57616,"City of Lake Forest, IL","Lake Forest","POINT (-87.8406 42.2586)","United States of America","North America","United States Of America","US","USA",840,42.2586,-87.8406,"CDP Disclosure"
"527",35268,"City of Boston","Boston","POINT (-71.0598 42.3584)","United States of America","North America","United States Of America","US","USA",840,42.3584,-71.0598,"CDP Disclosure"
"528",59678,"City of Evanston, IL","Evanston","POINT (-87.6898 42.0669)","United States of America","North America","United States Of America","US","USA",840,42.0669,-87.6898,"CDP Disclosure"
"529",10894,"City of Los Angeles","Los Angeles","POINT (-118.244 34.0522)","United States of America","North America","United States Of America","US","USA",840,34.0522,-118.244,"CDP Disclosure"
"530",58621,"Town of Blacksburg","Blacksburg","POINT (-80.4139 37.2296)","United States of America","North America","United States Of America","US","USA",840,37.2296,-80.4139,"CDP Disclosure"
"531",54654,"Prefeitura de São João da Boa Vista","São João da Boa Vista","POINT (-49.1964 -18.4056)","Brazil","Latin America","Brazil","BR","BRA",76,-18.4056,-49.1964,"CDP Disclosure"
"532",59165,"Gladsaxe Kommune","Gladsaxe","POINT (12.4887 55.7335)","Denmark","Europe","Denmark","DK","DNK",208,55.7335,12.4887,"CDP Disclosure"
"533",58609,"City of Ærøskøbing","Ærøskøbing","POINT (10.4047 54.8914)","Denmark","Europe","Denmark","DK","DNK",208,54.8914,10.4047,"CDP Disclosure"
"534",54478,"Gemeente Nijmegen","Nijmegen","POINT (5.84282 51.8449)","Netherlands","Europe","Netherlands","NL","NLD",528,51.8449,5.84282,"CDP Disclosure"
"535",826103,"Ayuntamiento de Casimiro Castillo","Casimiro Castillo","POINT (-104.436 19.6031)","Mexico","Latin America","Mexico","MX","MEX",484,19.6031,-104.436,"CDP Disclosure"
"536",60656,"City of Piedmont, CA","Piedmont","POINT (-122.232 37.8244)","United States of America","North America","United States Of America","US","USA",840,37.8244,-122.232,"CDP Disclosure"
"537",31168,"City District Government Karachi","Karachi","POINT (67.1281 24.9108)","Pakistan","South and West Asia","Pakistan","PK","PAK",586,24.9108,67.1281,"CDP Disclosure"
"538",35898,"Greater Manchester","Manchester","POINT (-2.15783 53.4576)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,53.4576,-2.15783,"CDP Disclosure"
"539",31151,"City of Basel-Stadt","Basel","POINT (7.5928 47.5619)","Switzerland","Europe","Switzerland","CH","CHE",756,47.5619,7.5928,"CDP Disclosure"
"540",54703,"Prefeitura Municipal de Mairiporã","Mairiporã","POINT (-46.5885 -23.318)","Brazil","Latin America","Brazil","BR","BRA",76,-23.318,-46.5885,"CDP Disclosure"
"541",61876,"Mazabuka Municipal Council","Mazabuka","POINT (27.7491 -15.8613)","Zambia","Africa","Zambia","ZM","ZMB",894,-15.8613,27.7491,"CDP Disclosure"
"542",31150,"Bangkok Metropolitan Administration","Bangkok","POINT (100.556 13.7712)","Thailand","Southeast Asia and Oceania","Thailand","TH","THA",764,13.7712,100.556,"CDP Disclosure"
"543",59160,"Ville de Nyon","Nyon","POINT (6.23478 46.3833)","Switzerland","Europe","Switzerland","CH","CHE",756,46.3833,6.23478,"CDP Disclosure"
"544",60218,"Municipality of Karlskrona","Karlskrona","POINT (15.5866 56.1616)","Sweden","Europe","Sweden","SE","SWE",752,56.1616,15.5866,"CDP Disclosure"
"545",831620,"Yaoundé 3","Yaoundé 3","POINT (11.31 3.52)","Cameroon","Africa","Cameroon","CM","CMR",120,3.52,11.31,"CDP Disclosure"
"546",60116,"Southampton City Council","Southampton","POINT (-1.4065 50.9074)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,50.9074,-1.4065,"CDP Disclosure"
"547",58395,"Bærum Kommune","Bærum","POINT (10.5938 59.9205)","Norway","Europe","Norway","NO","NOR",578,59.9205,10.5938,"CDP Disclosure"
"548",54389,"Taichung City Government","Taichung","POINT (120.647 24.1619)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,24.1619,120.647,"CDP Disclosure"
"549",74418,"Town of Breckenridge, CO","Breckenridge","POINT (106.038 39.4817)","United States of America","North America","United States Of America","US","USA",840,39.4995,-106.0433,"World Cities dataset"
"550",50672,"Município de Santarém","Santarém","POINT (-8.68599 39.2367)","Portugal","Europe","Portugal","PT","PRT",620,39.2367,-8.68599,"CDP Disclosure"
"551",54457,"Hansestadt Rostock","Rostock","POINT (12.1405 54.0887)","Germany","Europe","Germany","DE","DEU",276,54.0887,12.1405,"CDP Disclosure"
"552",60328,"Prefeitura de Pirenópolis","Pirenópolis","POINT (-48.9595 -15.8545)","Brazil","Latin America","Brazil","BR","BRA",76,-15.8545,-48.9595,"CDP Disclosure"
"553",35853,"City of Baltimore","Baltimore","POINT (-76.6122 39.2904)","United States of America","North America","United States Of America","US","USA",840,39.2904,-76.6122,"CDP Disclosure"
"554",43912,"City of Edmonton","Edmonton","POINT (-113.491 53.5444)","Canada","North America","Canada","CA","CAN",124,53.5444,-113.491,"CDP Disclosure"
"555",56276,"New Taipei City Government","New Taipei","POINT (121.446 25.0111)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,25.0111,121.446,"CDP Disclosure"
"556",55373,"Prefeitura Municipal de Cabreúva","Cabreúva","POINT (-47.1367 -23.3058)","Brazil","Latin America","Brazil","BR","BRA",76,-23.3058,-47.1367,"CDP Disclosure"
"557",63543,"Fredensborg Kommune","Fredensborg","POINT (12.4058 55.9747)","Denmark","Europe","Denmark","DK","DNK",208,55.9747,12.4058,"CDP Disclosure"
"558",832838,"Town of Wellfleet","Wellfleet","POINT (-70.031 41.9305)","United States of America","North America","United States Of America","US","USA",840,41.9305,-70.031,"CDP Disclosure"
"559",60140,"City of Nakuru","Nakuru","POINT (36.08 -0.30309)","Kenya","Africa","Kenya","KE","KEN",404,-0.30309,36.08,"CDP Disclosure"
"560",55415,"City of Columbia, SC","Columbia, SC","POINT (-81.0348 34.0007)","United States of America","North America","United States Of America","US","USA",840,34.0007,-81.0348,"CDP Disclosure"
"561",54575,"Vhembe District Municipality","Vhembe","POINT (29.974 -22.7695)","South Africa","Africa","South Africa","ZA","ZAF",710,-22.7695,29.974,"CDP Disclosure"
"562",55319,"Município de Lamego","Lamego","POINT (-7.81289 41.1076)","Portugal","Europe","Portugal","PT","PRT",620,41.1076,-7.81289,"CDP Disclosure"
"563",73252,"Pemba Municipality","Pemba","POINT (40.5178 -12.9732)","Mozambique","Africa","Mozambique","MZ","MOZ",508,-12.9732,40.5178,"CDP Disclosure"
"564",54290,"Qingdao Municipal Government","Qingdao","POINT (120.356 36.1105)","China","East Asia","China","CN","CHN",156,36.1105,120.356,"CDP Disclosure"
"565",58530,"City of Northampton, MA","Northampton","POINT (-72.6144 42.3048)","United States of America","North America","United States Of America","US","USA",840,42.3048,-72.6144,"CDP Disclosure"
"566",826397,"Munícipio de Portalegre","Portalegre","POINT (-7.43235 39.2914)","Portugal","Europe","Portugal","PT","PRT",620,39.2914,-7.43235,"CDP Disclosure"
"567",50388,"Prefeitura de Natal","Natal","POINT (-35.2009 -5.77925)","Brazil","Latin America","Brazil","BR","BRA",76,-5.77925,-35.2009,"CDP Disclosure"
"568",60602,"Town of Ajax, ON","Ajax, ON","POINT (-79.0204 43.8509)","Canada","North America","Canada","CA","CAN",124,43.8509,-79.0204,"CDP Disclosure"
"569",3422,"Greater London Authority","London","POINT (-0.07868 51.5048)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,51.5048,-0.07868,"CDP Disclosure"
"570",54513,"Municipality of Uppsala","Uppsala","POINT (17.635 59.8536)","Sweden","Europe","Sweden","SE","SWE",752,59.8536,17.635,"CDP Disclosure"
"571",60104,"Cambridge City Council","Cambridge","POINT (0.16353 52.2077)","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,52.2077,0.16353,"CDP Disclosure"
"572",32550,"City of Denver","Denver","POINT (-104.985 39.7376)","United States of America","North America","United States Of America","US","USA",840,39.7376,-104.985,"CDP Disclosure"
"573",43937,"Wellington City Council","Wellington","POINT (174.776 -41.2865)","New Zealand","Southeast Asia and Oceania","New Zealand","NZ","NZL",554,-41.2865,174.776,"CDP Disclosure"
"574",8242,"City of Helsinki","Helsinki","POINT (24.941 60.1733)","Finland","Europe","Finland","FI","FIN",246,60.1733,24.941,"CDP Disclosure"
"575",49344,"City of Raleigh","Raleigh","POINT (-78.6382 35.7796)","United States of America","North America","United States Of America","US","USA",840,35.7796,-78.6382,"CDP Disclosure"
"576",59298,"City of Yaoundé 6","Yaoundé 6","POINT (11.5191 3.86181)","Cameroon","Africa","Cameroon","CM","CMR",120,3.86181,11.5191,"CDP Disclosure"
"577",69823,"Visby","Visby","POINT (18.2948 57.6348)","Sweden","Europe","Sweden","SE","SWE",752,57.6348,18.2948,"CDP Disclosure"
"578",50794,"Prefeitura Municipal de Caieiras","Caieiras","POINT (-46.7402 -23.3612)","Brazil","Latin America","Brazil","BR","BRA",76,-23.3612,-46.7402,"CDP Disclosure"
"579",36285,"Comune di Firenze","Firenze","POINT (11.2558 43.7696)","Italy","Europe","Italy","IT","ITA",380,43.7696,11.2558,"CDP Disclosure"
"580",60577,"Frederikshavn Kommune","Frederikshavn","POINT (10.521 57.4427)","Denmark","Europe","Denmark","DK","DNK",208,57.4427,10.521,"CDP Disclosure"
"581",35894,"Ville de Montreal","Montréal","POINT (-73.554 45.5087)","Canada","North America","Canada","CA","CAN",124,45.5087,-73.554,"CDP Disclosure"
"582",74428,"City of South Miami, FL","South Miami","POINT (-80.1918 25.7617)","United States of America","North America","United States Of America","US","USA",840,25.7617,-80.1918,"CDP Disclosure"
"583",55328,"Município de Câmara de Lobos","Câmara de Lobos","POINT (-16.9833 32.6333)","Portugal","Europe","Portugal","PT","PRT",620,32.6333,-16.9833,"CDP Disclosure"
"584",59653,"City of Manhattan Beach, CA","Manhattan Beach","POINT (-118.405 33.8889)","United States of America","North America","United States Of America","US","USA",840,33.8889,-118.405,"CDP Disclosure"
"585",31155,"City of Buenos Aires","Buenos Aires","POINT (-58.3816 -34.6037)","Argentina","Latin America","Argentina","AR","ARG",32,-34.6037,-58.3816,"CDP Disclosure"
"586",36254,"Comune di Venezia","Venezia","POINT (12.3211 45.4333)","Italy","Europe","Italy","IT","ITA",380,45.4333,12.3211,"CDP Disclosure"
"587",831150,"Municipio de Arboletes","Arboletes","POINT (-76.4336 8.85111)","Colombia","Latin America","Colombia","CO","COL",170,8.85111,-76.4336,"CDP Disclosure"
"588",54588,"West Coast District Municipality","West Coast District Municipality","POINT (18.627 -32.0951)","South Africa","Africa","South Africa","ZA","ZAF",710,-32.0951,18.627,"CDP Disclosure"
"589",31187,"Seoul Metropolitan Government","Seoul","POINT (126.978 37.5665)","Republic of Korea","East Asia","Korea, Republic of (South Korea)","KR","KOR",410,37.5665,126.978,"CDP Disclosure"
"590",57347,"Pingtung County Government","Pingtung County","POINT (120.47 22.6558)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,22.6558,120.47,"CDP Disclosure"
"591",54116,"City of Dubuque","Dubuque","POINT (-90.5071 42.5006)","United States of America","North America","United States Of America","US","USA",840,42.5006,-90.5071,"CDP Disclosure"
"592",831231,"Kasama Municipal Council","Kasama","POINT (31.1808 -10.2129)","Zambia","Africa","Zambia","ZM","ZMB",894,-10.2129,31.1808,"CDP Disclosure"
"593",35897,"Municipality of Campinas","Campinas","POINT (-46.9372 -22.744)","Brazil","Latin America","Brazil","BR","BRA",76,-22.744,-46.9372,"CDP Disclosure"
"594",54650,"Prefeitura de Palmas","Palmas","POINT (-48.3243 -10.2491)","Brazil","Latin America","Brazil","BR","BRA",76,-10.2491,-48.3243,"CDP Disclosure"
"595",59540,"City of Elgin, IL","Elgin","POINT (-88.263 42.0604)","United States of America","North America","United States Of America","US","USA",840,42.0604,-88.263,"CDP Disclosure"
"596",62180,"Communauté urbaine du Grand Nancy","Nancy","POINT (6.18441 48.6921)","France","Europe","France","FR","FRA",250,48.6921,6.18441,"CDP Disclosure"
"597",36039,"Accra Metropolitan Assembly","Accra","POINT (-0.16819 5.56543)","Ghana","Africa","Ghana","GH","GHA",288,5.56543,-0.16819,"CDP Disclosure"
"598",50792,"Ville de Monaco","Monaco","POINT (7.42081 43.7374)","Monaco","Europe","Monaco","MC","MCO",492,43.7374,7.42081,"CDP Disclosure"
"599",35878,"City of Sacramento","Sacramento","POINT (-121.494 38.5816)","United States of America","North America","United States Of America","US","USA",840,38.5816,-121.494,"CDP Disclosure"
"600",69995,"Kemi","Kemi","POINT (24.5637 65.7364)","Finland","Europe","Finland","FI","FIN",246,65.7364,24.5637,"CDP Disclosure"
"601",58871,"City of Salem, MA","Salem","POINT (-70.8967 42.5195)","United States of America","North America","United States Of America","US","USA",840,42.5195,-70.8967,"CDP Disclosure"
"602",826238,"Alcaldia de Mosquera","Mosquera","POINT (-74.2302 4.70592)","Colombia","Latin America","Colombia","CO","COL",170,4.70592,-74.2302,"CDP Disclosure"
"603",37038,"City of Cologne","Cologne","POINT (6.9583 50.9414)","Germany","Europe","Germany","DE","DEU",276,50.9414,6.9583,"CDP Disclosure"
"604",826239,"Alcaldia de Sopó","Sopó","POINT (-73.9384 4.9075)","Colombia","Latin America","Colombia","CO","COL",170,4.9075,-73.9384,"CDP Disclosure"
"605",74569,"King County, WA","King County","POINT (121.984 47.548)","United States of America","North America","United States Of America","US","USA",840,36.2166,-121.133,"World Cities dataset"
"606",74401,"City of Encinitas, CA","Encinitas","POINT (-117.293 33.0454)","United States of America","North America","United States Of America","US","USA",840,33.0454,-117.293,"CDP Disclosure"
"607",60347,"Prefeitura da Estância Climática de São Bento do Sapucaí","São Bento do Sapucaí","POINT (-45.732 -22.6874)","Brazil","Latin America","Brazil","BR","BRA",76,-22.6874,-45.732,"CDP Disclosure"
"608",826207,"Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV)","JIMAV","POINT (-104.367 19.7682)","Mexico","Latin America","Mexico","MX","MEX",484,19.7682,-104.367,"CDP Disclosure"
"609",31149,"City of Athens","Athens","POINT (23.7275 37.9838)","Greece","Europe","Greece","GR","GRC",300,37.9838,23.7275,"CDP Disclosure"
"610",60419,"Municipalidad de Rio Grande","Rio Grande","POINT (-67.7002 -53.786)","Argentina","Latin America","Argentina","AR","ARG",32,-53.786,-67.7002,"CDP Disclosure"
"611",59158,"Moroni City","Moroni","POINT (43.2473 -11.7172)","Comoros","Africa","Comoros","KM","COM",174,-11.7172,43.2473,"CDP Disclosure"
"612",35873,"Municipality of Medellín","Medellín","POINT (-75.5735 6.22729)","Colombia","Latin America","Colombia","CO","COL",170,6.22729,-75.5735,"CDP Disclosure"
"613",826100,"Ayuntamiento de La Barca","La Barca","POINT (-102.546 20.2903)","Mexico","Latin America","Mexico","MX","MEX",484,20.2903,-102.546,"CDP Disclosure"
"614",51075,"City of Shenzhen","Shenzhen","POINT (113.813 22.9175)","China","East Asia","China","CN","CHN",156,22.9175,113.813,"CDP Disclosure"
"615",54700,"Prefeitura Municipal de Sumaré","Sumaré","POINT (-47.2669 -22.8219)","Brazil","Latin America","Brazil","BR","BRA",76,-22.8219,-47.2669,"CDP Disclosure"
"616",63601,"Township of Maplewood, NJ","Maplewood","POINT (-74.27 40.73)","United States of America","North America","United States Of America","US","USA",840,40.73,-74.27,"CDP Disclosure"
"617",36522,"Comune di Verbania","Verbania","POINT (8.55537 45.9283)","Italy","Europe","Italy","IT","ITA",380,45.9283,8.55537,"CDP Disclosure"
"618",36159,"City of Lisbon","Lisbon","POINT (-9.13933 38.7223)","Portugal","Europe","Portugal","PT","PRT",620,38.7223,-9.13933,"CDP Disclosure"
"619",73240,"Tuzla Municipality","Tuzla","POINT (18.6735 44.5375)","Turkey","Europe","Turkey","TR","TUR",792,43.534702,28.5373244,"World Cities dataset"
"620",60374,"Alcaldía de Ibagué","Ibagué","POINT (-75.24 4.44851)","Colombia","Latin America","Colombia","CO","COL",170,4.44851,-75.24,"CDP Disclosure"
"621",68371,"Municipio Distrital del Rimac","Rimac","POINT (-77.0362 -12.0271)","Peru","Latin America","Peru","PE","PER",604,-12.0271,-77.0362,"CDP Disclosure"
"622",54075,"City of Lakewood","Lakewood","POINT (-105.081 39.7047)","United States of America","North America","United States Of America","US","USA",840,39.7047,-105.081,"CDP Disclosure"
"623",49359,"City of Harare","Harare","POINT (30.9328 -17.8284)","Zimbabwe","Africa","Zimbabwe","ZW","ZWE",716,-17.8284,30.9328,"CDP Disclosure"
"624",54671,"Prefeitura Municipal de Cascavel","Cascavel","POINT (-53.4595 -24.9578)","Brazil","Latin America","Brazil","BR","BRA",76,-24.9578,-53.4595,"CDP Disclosure"
"625",35902,"City of Nagoya","Nagoya","POINT (136.906 35.1815)","Japan","East Asia","Japan","JP","JPN",392,35.1815,136.906,"CDP Disclosure"
"626",49343,"City of El Paso","El Paso","POINT (-106.485 31.7619)","United States of America","North America","United States Of America","US","USA",840,31.7619,-106.485,"CDP Disclosure"
"627",60433,"City of Hvidovre","Hvidovre","POINT (12.4754 55.6425)","Denmark","Europe","Denmark","DK","DNK",208,55.6425,12.4754,"CDP Disclosure"
"628",35915,"City of Jaipur","Jaipur","POINT (75.7873 26.9124)","India","South and West Asia","India","IN","IND",356,26.9124,75.7873,"CDP Disclosure"
"629",58627,"City of Alton, IL","Alton","POINT (-90.1843 38.8906)","United States of America","North America","United States Of America","US","USA",840,38.8906,-90.1843,"CDP Disclosure"
"630",60258,"Prefeitura de Brusque","Brusque","POINT (-48.9207 -27.0936)","Brazil","Latin America","Brazil","BR","BRA",76,-27.0936,-48.9207,"CDP Disclosure"
"631",63941,"Broward County, FL","Broward","POINT (80.3659 26.1901)","United States of America","North America","United States Of America","US","USA",840,38.6317,-90.479,"World Cities dataset"
"632",60361,"Prefeitura de Tangará da Serra","Tangará da Serra","POINT (-57.4858 -14.6194)","Brazil","Latin America","Brazil","BR","BRA",76,-14.6194,-57.4858,"CDP Disclosure"
"633",1499,"Ajuntament de Barcelona","Barcelona","POINT (2.1775 41.3823)","Spain","Europe","Spain","ES","ESP",724,41.3823,2.1775,"CDP Disclosure"
"634",50381,"Municipio de Torreón","Torreón","POINT (-103.407 25.5428)","Mexico","Latin America","Mexico","MX","MEX",484,25.5428,-103.407,"CDP Disclosure"
"635",70017,"Alcaldia de Palmira","Palmira","POINT (-76.3036 3.53944)","Colombia","Latin America","Colombia","CO","COL",170,3.53944,-76.3036,"CDP Disclosure"
"636",58413,"City of Carmel, IN","Carmel","POINT (-86.118 39.9784)","United States of America","North America","United States Of America","US","USA",840,39.9784,-86.118,"CDP Disclosure"
"637",74631,"Lubumbashi","Lubumbashi","POINT (-27 11)","Democratic Republic of the Congo","Africa","Congo","CG","COG",178,-11.6697,27.4581,"World Cities dataset"
"638",60898,"Ayuntamiento de Naucalpan de Juárez","Naucalpan de Juárez","POINT (-99.2453 19.4631)","Mexico","Latin America","Mexico","MX","MEX",484,19.4631,-99.2453,"CDP Disclosure"
"639",60638,"Walvis Bay Municipality","Walvis Bay","POINT (12.5247 -22.9389)","Namibia","Africa","Namibia","NA","NAM",516,-22.9584,14.5058,"World Cities dataset"
"640",35995,"City of Brasília","Brasília","POINT (-47.8822 -15.7942)","Brazil","Latin America","Brazil","BR","BRA",76,-15.7942,-47.8822,"CDP Disclosure"
"641",826114,"Ayuntamiento de Degollado","Degollado","POINT (-102.132 20.4489)","Mexico","Latin America","Mexico","MX","MEX",484,20.4489,-102.132,"CDP Disclosure"
"642",840309,"Markaryds Kommun","","","Sweden","Europe","Sweden","SE","SWE",752,56.54017435,13.634391885224,"World Cities dataset"
"643",54609,"Alcaldia de Trujillo","Trujillo","","Peru","Latin America","Peru","PE","PER",604,-8.1119,-79.0289,"World Cities dataset"
"644",840914,"Prefeitura de Cáceres","","","Brazil","Latin America","Brazil","BR","BRA",76,-22.0061,-51.5531,"World Cities dataset"
"645",841416,"Municipalidad de Puerto Esperanza","","","Argentina","Latin America","Argentina","AR","ARG",32,-26.0222469,-54.6148539,"World Cities dataset"
"646",840030,"Reconquista","","","Argentina","Latin America","Argentina","AR","ARG",32,-29.1443,-59.6438,"World Cities dataset"
"647",54632,"Prefeitura de Caruaru","Caruaru","","Brazil","Latin America","Brazil","BR","BRA",76,-20.6383,-51.1092,"World Cities dataset"
"648",2028,"City of Bonn","Bonn","","Germany","Europe","Germany","DE","DEU",276,50.7339,7.0997,"World Cities dataset"
"649",840926,"Prefeitura de Serra Talhada","","","Brazil","Latin America","Brazil","BR","BRA",76,-12.25,-38.97,"World Cities dataset"
"650",73678,"Chañar Ladeado","","","Argentina","Latin America","Argentina","AR","ARG",32,-33.8,-59.5167,"World Cities dataset"
"651",50356,"Ayuntamiento de Morelia","Morelia","POINT (-117.069 32.5026)","Mexico","Latin America","Mexico","MX","MEX",484,32.5026,-117.069,"CDP Disclosure"
"652",841153,"Municipalidad de Bellavista","","","Peru","Latin America","Peru","PE","PER",604,-35.1474774,-64.5027681,"World Cities dataset"
"653",36495,"Comune di Piacenza","Piacenza","POINT (9.69264 45.052)","Italy","Europe","Italy","IT","ITA",380,45.052,9.69264,"CDP Disclosure"
"654",73763,"San Carlos City","","","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,15.9281,120.3489,"World Cities dataset"
"655",60906,"Municipalidad de Vitacura","","","Chile","Latin America","Chile","CL","CHL",152,-33.3988411,-70.6013636,"World Cities dataset"
"656",840930,"Prefeitura de Venâncio Aires","","","Brazil","Latin America","Brazil","BR","BRA",76,-21.8761,-51.8439,"World Cities dataset"
"657",74309,"Nakhon Sawan","","","Thailand","East Asia","Thailand","TH","THA",764,15.7133,100.1353,"World Cities dataset"
"658",54270,"Palmerston North City Council","","","New Zealand","Southeast Asia and Oceania","New Zealand","NZ","NZL",554,-40.3549,175.6095,"World Cities dataset"
"659",839669,"Municipio de San Jose","","","Guatemala","Latin America","Guatemala","GT","GTM",320,13.9333,-90.8167,"World Cities dataset"
"660",834258,"Municipality of Inriville","","","Argentina","Latin America","Argentina","AR","ARG",32,42.50651405,27.3537499392833,"World Cities dataset"
